feature_a,feature_b,n,covariance
pivot_id,liquidity_imbalance_100,288,-9.57449035732361
timeframe,timeframe,288,0
timeframe,pivot_index,288,0
timeframe,confirmation_index,288,0
timeframe,confirmation_delay,288,0
timeframe,pivot_open,288,0
timeframe,pivot_high,288,0
timeframe,pivot_low,288,0
timeframe,pivot_close,288,0
timeframe,pivot_price,288,0
timeframe,pivot_volume,288,0
timeframe,pivot_range,288,0
timeframe,pivot_body,288,0
timeframe,upper_wick,288,0
timeframe,lower_wick,288,0
timeframe,close_position,288,0
timeframe,confirm_open,288,0
timeframe,confirm_high,288,0
timeframe,confirm_low,288,0
timeframe,confirm_close,288,0
timeframe,confirm_volume,288,0
timeframe,atr_14,288,0
timeframe,range_atr_ratio,288,0
timeframe,body_atr_ratio,288,0
timeframe,price_to_confirm_close,288,0
timeframe,volume_mean_20,288,0
timeframe,volume_std_20,288,0
timeframe,volume_ratio_20,288,0
timeframe,volume_zscore_20,288,0
timeframe,previous_pivot_price,288,0
timeframe,distance_previous_pivot,288,0
timeframe,bars_previous_pivot,288,0
timeframe,swing_size_atr,288,0
timeframe,swept_index,288,0
timeframe,resolved_index,288,0
timeframe,bars_since_structure_event,288,0
timeframe,distance_last_structure_event_atr,288,0
timeframe,bos_count_previous_20,288,0
timeframe,choch_count_previous_20,288,0
timeframe,near_equal_level,288,0
timeframe,distance_equal_level_atr,288,0
timeframe,bars_since_equal_level,288,0
timeframe,inside_fvg,288,0
timeframe,distance_fvg_atr,288,0
timeframe,fvg_size_atr,288,0
timeframe,bars_since_fvg,288,0
timeframe,fvg_mitigated,288,0
timeframe,active_fvg_count_50,288,0
timeframe,inside_order_block,288,0
timeframe,distance_ob_atr,288,0
timeframe,ob_size_atr,288,0
timeframe,bars_since_ob,288,0
timeframe,ob_invalidated,288,0
timeframe,active_ob_count_50,288,0
timeframe,bsl_count_previous_100,288,0
timeframe,ssl_count_previous_100,288,0
timeframe,active_bsl_count,288,0
timeframe,active_ssl_count,288,0
timeframe,distance_nearest_bsl_atr,288,0
timeframe,distance_nearest_ssl_atr,288,0
timeframe,equal_levels_previous_100,288,0
timeframe,liquidity_imbalance_100,288,0
pivot_index,pivot_index,288,70630349.1213585
pivot_index,confirmation_index,288,70630349.1213585
pivot_index,confirmation_delay,288,0
pivot_index,pivot_open,288,1839286.64219173
pivot_index,pivot_high,288,1825329.7590919
pivot_index,pivot_low,288,1840819.66931318
pivot_index,pivot_close,288,1834356.39825603
pivot_index,pivot_price,288,1824552.5604947
pivot_index,pivot_volume,288,-423144.927022841
pivot_index,pivot_range,288,-15489.9102212786
pivot_index,pivot_body,288,-9232.43495632503
pivot_index,upper_wick,288,-6875.54365381823
pivot_index,lower_wick,288,618.068388864695
pivot_index,close_position,288,15.1958479128873
pivot_index,confirm_open,288,1839286.64219173
pivot_index,confirm_high,288,1825329.7590919
pivot_index,confirm_low,288,1840819.66931318
pivot_index,confirm_close,288,1834356.39825603
pivot_index,confirm_volume,288,-423144.927022841
pivot_index,atr_14,288,5602.91644300181
pivot_index,range_atr_ratio,288,-1233.37054206651
pivot_index,body_atr_ratio,288,-720.117681649106
pivot_index,price_to_confirm_close,288,-540.224476589438
pivot_index,volume_mean_20,288,244258.380065573
pivot_index,volume_std_20,288,20781.1393713173
pivot_index,volume_ratio_20,288,-1704.19586313631
pivot_index,volume_zscore_20,288,-2779.75969919456
pivot_index,previous_pivot_price,288,1746269.15143486
pivot_index,distance_previous_pivot,288,93409.0649105934
pivot_index,bars_previous_pivot,288,45991.2080550716
pivot_index,swing_size_atr,288,3163.55730355204
pivot_index,swept_index,288,69491330.4873088
pivot_index,resolved_index,288,69491180.4787553
pivot_index,bars_since_structure_event,288,-21994.7570654278
pivot_index,distance_last_structure_event_atr,288,-11752.6848400317
pivot_index,bos_count_previous_20,288,-114.425776713124
pivot_index,choch_count_previous_20,288,-42.8888162988774
pivot_index,near_equal_level,288,858.779495741386
pivot_index,distance_equal_level_atr,288,-6334.44081159215
pivot_index,bars_since_equal_level,288,14991993.3119193
pivot_index,inside_fvg,288,776.029653019745
pivot_index,distance_fvg_atr,288,-1290.13551346562
pivot_index,fvg_size_atr,288,3279.41591696473
pivot_index,bars_since_fvg,288,3211389.67772455
pivot_index,fvg_mitigated,288,157.088632404181
pivot_index,active_fvg_count_50,288,1343.06667392567
pivot_index,inside_order_block,288,-113.170150987224
pivot_index,distance_ob_atr,288,-13775.7234056163
pivot_index,ob_size_atr,288,-1028.36275735315
pivot_index,bars_since_ob,288,12659676.6816928
pivot_index,ob_invalidated,288,454.178184281842
pivot_index,active_ob_count_50,288,-124.999419279907
pivot_index,bsl_count_previous_100,288,-72.0625241966706
pivot_index,ssl_count_previous_100,288,-424.49751984127
pivot_index,active_bsl_count,288,757.516417440961
pivot_index,active_ssl_count,288,37377.2598117499
pivot_index,distance_nearest_bsl_atr,288,-3616.32199625498
pivot_index,distance_nearest_ssl_atr,288,7062.81549631507
pivot_index,equal_levels_previous_100,288,586.136348238482
pivot_index,liquidity_imbalance_100,288,-1827.01466258122
confirmation_index,confirmation_index,288,70630349.1213585
confirmation_index,confirmation_delay,288,0
confirmation_index,pivot_open,288,1839286.64219173
confirmation_index,pivot_high,288,1825329.7590919
confirmation_index,pivot_low,288,1840819.66931318
confirmation_index,pivot_close,288,1834356.39825603
confirmation_index,pivot_price,288,1824552.5604947
confirmation_index,pivot_volume,288,-423144.927022841
confirmation_index,pivot_range,288,-15489.9102212786
confirmation_index,pivot_body,288,-9232.43495632503
confirmation_index,upper_wick,288,-6875.54365381823
confirmation_index,lower_wick,288,618.068388864695
confirmation_index,close_position,288,15.1958479128873
confirmation_index,confirm_open,288,1839286.64219173
confirmation_index,confirm_high,288,1825329.7590919
confirmation_index,confirm_low,288,1840819.66931318
confirmation_index,confirm_close,288,1834356.39825603
confirmation_index,confirm_volume,288,-423144.927022841
confirmation_index,atr_14,288,5602.91644300181
confirmation_index,range_atr_ratio,288,-1233.37054206651
confirmation_index,body_atr_ratio,288,-720.117681649106
confirmation_index,price_to_confirm_close,288,-540.224476589438
confirmation_index,volume_mean_20,288,244258.380065573
confirmation_index,volume_std_20,288,20781.1393713173
confirmation_index,volume_ratio_20,288,-1704.19586313631
confirmation_index,volume_zscore_20,288,-2779.75969919456
confirmation_index,previous_pivot_price,288,1746269.15143486
confirmation_index,distance_previous_pivot,288,93409.0649105934
confirmation_index,bars_previous_pivot,288,45991.2080550716
confirmation_index,swing_size_atr,288,3163.55730355204
confirmation_index,swept_index,288,69491330.4873088
confirmation_index,resolved_index,288,69491180.4787553
confirmation_index,bars_since_structure_event,288,-21994.7570654278
confirmation_index,distance_last_structure_event_atr,288,-11752.6848400317
confirmation_index,bos_count_previous_20,288,-114.425776713124
confirmation_index,choch_count_previous_20,288,-42.8888162988774
confirmation_index,near_equal_level,288,858.779495741386
confirmation_index,distance_equal_level_atr,288,-6334.44081159215
confirmation_index,bars_since_equal_level,288,14991993.3119193
confirmation_index,inside_fvg,288,776.029653019745
confirmation_index,distance_fvg_atr,288,-1290.13551346562
confirmation_index,fvg_size_atr,288,3279.41591696473
confirmation_index,bars_since_fvg,288,3211389.67772455
confirmation_index,fvg_mitigated,288,157.088632404181
confirmation_index,active_fvg_count_50,288,1343.06667392567
confirmation_index,inside_order_block,288,-113.170150987224
confirmation_index,distance_ob_atr,288,-13775.7234056163
confirmation_index,ob_size_atr,288,-1028.36275735315
confirmation_index,bars_since_ob,288,12659676.6816928
confirmation_index,ob_invalidated,288,454.178184281842
confirmation_index,active_ob_count_50,288,-124.999419279907
confirmation_index,bsl_count_previous_100,288,-72.0625241966706
confirmation_index,ssl_count_previous_100,288,-424.49751984127
confirmation_index,active_bsl_count,288,757.516417440961
confirmation_index,active_ssl_count,288,37377.2598117499
confirmation_index,distance_nearest_bsl_atr,288,-3616.32199625498
confirmation_index,distance_nearest_ssl_atr,288,7062.81549631507
confirmation_index,equal_levels_previous_100,288,586.136348238482
confirmation_index,liquidity_imbalance_100,288,-1827.01466258122
confirmation_delay,confirmation_delay,288,0
confirmation_delay,pivot_open,288,0
confirmation_delay,pivot_high,288,0
confirmation_delay,pivot_low,288,0
confirmation_delay,pivot_close,288,0
confirmation_delay,pivot_price,288,0
confirmation_delay,pivot_volume,288,0
confirmation_delay,pivot_range,288,0
confirmation_delay,pivot_body,288,0
confirmation_delay,upper_wick,288,0
confirmation_delay,lower_wick,288,0
confirmation_delay,close_position,288,0
confirmation_delay,confirm_open,288,0
confirmation_delay,confirm_high,288,0
confirmation_delay,confirm_low,288,0
confirmation_delay,confirm_close,288,0
confirmation_delay,confirm_volume,288,0
confirmation_delay,atr_14,288,0
confirmation_delay,range_atr_ratio,288,0
confirmation_delay,body_atr_ratio,288,0
confirmation_delay,price_to_confirm_close,288,0
confirmation_delay,volume_mean_20,288,0
confirmation_delay,volume_std_20,288,0
confirmation_delay,volume_ratio_20,288,0
confirmation_delay,volume_zscore_20,288,0
confirmation_delay,previous_pivot_price,288,0
confirmation_delay,distance_previous_pivot,288,0
confirmation_delay,bars_previous_pivot,288,0
confirmation_delay,swing_size_atr,288,0
confirmation_delay,swept_index,288,0
confirmation_delay,resolved_index,288,0
confirmation_delay,bars_since_structure_event,288,0
confirmation_delay,distance_last_structure_event_atr,288,0
confirmation_delay,bos_count_previous_20,288,0
confirmation_delay,choch_count_previous_20,288,0
confirmation_delay,near_equal_level,288,0
confirmation_delay,distance_equal_level_atr,288,0
confirmation_delay,bars_since_equal_level,288,0
confirmation_delay,inside_fvg,288,0
confirmation_delay,distance_fvg_atr,288,0
confirmation_delay,fvg_size_atr,288,0
confirmation_delay,bars_since_fvg,288,0
confirmation_delay,fvg_mitigated,288,0
confirmation_delay,active_fvg_count_50,288,0
confirmation_delay,inside_order_block,288,0
confirmation_delay,distance_ob_atr,288,0
confirmation_delay,ob_size_atr,288,0
confirmation_delay,bars_since_ob,288,0
confirmation_delay,ob_invalidated,288,0
confirmation_delay,active_ob_count_50,288,0
confirmation_delay,bsl_count_previous_100,288,0
confirmation_delay,ssl_count_previous_100,288,0
confirmation_delay,active_bsl_count,288,0
confirmation_delay,active_ssl_count,288,0
confirmation_delay,distance_nearest_bsl_atr,288,0
confirmation_delay,distance_nearest_ssl_atr,288,0
confirmation_delay,equal_levels_previous_100,288,0
confirmation_delay,liquidity_imbalance_100,288,0
pivot_open,pivot_open,288,4822287.71354771
pivot_open,pivot_high,288,4821980.78685758
pivot_open,pivot_low,288,4816858.33153371
pivot_open,pivot_close,288,4821617.94066674
pivot_open,pivot_price,288,4814356.77320158
pivot_open,pivot_volume,288,163293.729481223
pivot_open,pivot_range,288,5122.45532387243
pivot_open,pivot_body,288,3178.85774474932
pivot_open,upper_wick,288,-1561.46912202381
pivot_open,lower_wick,288,3505.06670114692
pivot_open,close_position,288,28.7748967357787
pivot_open,confirm_open,288,4822287.71354771
pivot_open,confirm_high,288,4821980.78685758
pivot_open,confirm_low,288,4816858.33153371
pivot_open,confirm_close,288,4821617.94066674
pivot_open,confirm_volume,288,163293.729481223
pivot_open,atr_14,288,7400.4147115696
pivot_open,range_atr_ratio,288,-454.362682469991
pivot_open,body_atr_ratio,288,-178.243208943829
pivot_open,price_to_confirm_close,288,-381.767484247472
pivot_open,volume_mean_20,288,220828.940641938
pivot_open,volume_std_20,288,97448.8633573245
pivot_open,volume_ratio_20,288,-1279.96711455525
pivot_open,volume_zscore_20,288,-1895.88431037457
pivot_open,previous_pivot_price,288,4835434.6068646
pivot_open,distance_previous_pivot,288,95335.6636511565
pivot_open,bars_previous_pivot,288,-2233.41992111884
pivot_open,swing_size_atr,288,-2278.48457202699
pivot_open,swept_index,288,2266021.23171941
pivot_open,resolved_index,288,2265999.56121758
pivot_open,bars_since_structure_event,288,-12195.3055555556
pivot_open,distance_last_structure_event_atr,288,-7806.32361633428
pivot_open,bos_count_previous_20,288,44.8749637049942
pivot_open,choch_count_previous_20,288,-12.7191008517228
pivot_open,near_equal_level,288,122.282254161827
pivot_open,distance_equal_level_atr,288,-289.857806397398
pivot_open,bars_since_equal_level,288,3640439.8175813
pivot_open,inside_fvg,288,183.961926538908
pivot_open,distance_fvg_atr,288,-200.326075509026
pivot_open,fvg_size_atr,288,-1366.98959932318
pivot_open,bars_since_fvg,288,936342.915674602
pivot_open,fvg_mitigated,288,22.1596254355401
pivot_open,active_fvg_count_50,288,265.072989256678
pivot_open,inside_order_block,288,188.918699186992
pivot_open,distance_ob_atr,288,-9552.36323229076
pivot_open,ob_size_atr,288,351.192925800079
pivot_open,bars_since_ob,288,3319188.9382259
pivot_open,ob_invalidated,288,-41.1063685636856
pivot_open,active_ob_count_50,288,65.0885598141696
pivot_open,bsl_count_previous_100,288,17.7618079752226
pivot_open,ssl_count_previous_100,288,78.2133541424699
pivot_open,active_bsl_count,288,2303.46422522261
pivot_open,active_ssl_count,288,-3053.78497628726
pivot_open,distance_nearest_bsl_atr,288,624.454318445093
pivot_open,distance_nearest_ssl_atr,288,-2902.31259097965
pivot_open,equal_levels_previous_100,288,-308.011590205188
pivot_open,liquidity_imbalance_100,288,402.834649909677
pivot_high,pivot_high,288,4821956.3486226
pivot_high,pivot_low,288,4816546.89986662
pivot_high,pivot_close,288,4821492.83472616
pivot_high,pivot_price,288,4814245.38122006
pivot_high,pivot_volume,288,172957.898954704
pivot_high,pivot_range,288,5409.44875598868
pivot_high,pivot_body,288,3311.66780542247
pivot_high,upper_wick,288,-1436.296071973
pivot_high,lower_wick,288,3534.0770225392
pivot_high,close_position,288,29.2394022454402
pivot_high,confirm_open,288,4821980.78685758
pivot_high,confirm_high,288,4821956.3486226
pivot_high,confirm_low,288,4816546.89986662
pivot_high,confirm_close,288,4821492.83472616
pivot_high,confirm_volume,288,172957.898954704
pivot_high,atr_14,288,7477.77667163801
pivot_high,range_atr_ratio,288,-444.443848782652
pivot_high,body_atr_ratio,288,-174.366524864404
pivot_high,price_to_confirm_close,288,-376.632025766171
pivot_high,volume_mean_20,288,223554.80715919
pivot_high,volume_std_20,288,99416.2649191027
pivot_high,volume_ratio_20,288,-1257.65143651842
pivot_high,volume_zscore_20,288,-1861.94227366706
pivot_high,previous_pivot_price,288,4834872.94038545
pivot_high,distance_previous_pivot,288,95949.255838959
pivot_high,bars_previous_pivot,288,-2278.95268945993
pivot_high,swing_size_atr,288,-2310.87268813411
pivot_high,swept_index,288,2251507.18287238
pivot_high,resolved_index,288,2251485.47931184
pivot_high,bars_since_structure_event,288,-12751.118466899
pivot_high,distance_last_structure_event_atr,288,-7852.9690523995
pivot_high,bos_count_previous_20,288,45.3187608885017
pivot_high,choch_count_previous_20,288,-12.3306837979094
pivot_high,near_equal_level,288,121.912783101045
pivot_high,distance_equal_level_atr,288,-290.993335192496
pivot_high,bars_since_equal_level,288,3649192.31652875
pivot_high,inside_fvg,288,183.511051829268
pivot_high,distance_fvg_atr,288,-198.120594805708
pivot_high,fvg_size_atr,288,-1359.66385821803
pivot_high,bars_since_fvg,288,940097.307600173
pivot_high,fvg_mitigated,288,22.0852569686411
pivot_high,active_fvg_count_50,288,259.322245209059
pivot_high,inside_order_block,288,189.246515679442
pivot_high,distance_ob_atr,288,-9584.92126023971
pivot_high,ob_size_atr,288,348.760514091946
pivot_high,bars_since_ob,288,3323008.38556185
pivot_high,ob_invalidated,288,-40.9202961672473
pivot_high,active_ob_count_50,288,65.7691637630662
pivot_high,bsl_count_previous_100,288,19.1228222996516
pivot_high,ssl_count_previous_100,288,77.5804115853658
pivot_high,active_bsl_count,288,2306.34609102787
pivot_high,active_ssl_count,288,-3074.03859973868
pivot_high,distance_nearest_bsl_atr,288,594.557984806665
pivot_high,distance_nearest_ssl_atr,288,-2903.11727732095
pivot_high,equal_levels_previous_100,288,-307.744446864112
pivot_high,liquidity_imbalance_100,288,404.388267341156
pivot_low,pivot_low,288,4811802.81803423
pivot_low,pivot_close,288,4816398.5954536
pivot_low,pivot_price,288,4809339.51471536
pivot_low,pivot_volume,288,150686.440427797
pivot_low,pivot_range,288,4744.08183238361
pivot_low,pivot_body,288,2995.39680498088
pivot_low,upper_wick,288,-1579.26202952599
pivot_low,lower_wick,288,3327.94705692872
pivot_low,close_position,288,29.4945379035798
pivot_low,confirm_open,288,4816858.33153371
pivot_low,confirm_high,288,4816546.89986662
pivot_low,confirm_low,288,4811802.81803423
pivot_low,confirm_close,288,4816398.5954536
pivot_low,confirm_volume,288,150686.440427797
pivot_low,atr_14,288,7300.66644780118
pivot_low,range_atr_ratio,288,-463.09525109097
pivot_low,body_atr_ratio,288,-182.424176934757
pivot_low,price_to_confirm_close,288,-373.392882417593
pivot_low,volume_mean_20,288,217461.242972984
pivot_low,volume_std_20,288,96190.0656704142
pivot_low,volume_ratio_20,288,-1294.69210360169
pivot_low,volume_zscore_20,288,-1927.84499207374
pivot_low,previous_pivot_price,288,4828182.40498271
pivot_low,distance_previous_pivot,288,94986.9768747883
pivot_low,bars_previous_pivot,288,-1817.26509569783
pivot_low,swing_size_atr,288,-2210.919087337
pivot_low,swept_index,288,2265350.70650346
pivot_low,resolved_index,288,2265326.84108836
pivot_low,bars_since_structure_event,288,-11670.6663279133
pivot_low,distance_last_structure_event_atr,288,-7755.68415671771
pivot_low,bos_count_previous_20,288,44.9082552990708
pivot_low,choch_count_previous_20,288,-12.9921663279133
pivot_low,near_equal_level,288,120.524505178087
pivot_low,distance_equal_level_atr,288,-284.753887749835
pivot_low,bars_since_equal_level,288,3623591.82340665
pivot_low,inside_fvg,288,182.869238167828
pivot_low,distance_fvg_atr,288,-198.295262487601
pivot_low,fvg_size_atr,288,-1356.04523970757
pivot_low,bars_since_fvg,288,931058.082250533
pivot_low,fvg_mitigated,288,21.8599194250869
pivot_low,active_fvg_count_50,288,267.916385380372
pivot_low,inside_order_block,288,188.369483159117
pivot_low,distance_ob_atr,288,-9511.24018039683
pivot_low,ob_size_atr,288,354.986751159041
pivot_low,bars_since_ob,288,3305008.89450857
pivot_low,ob_invalidated,288,-41.2199719318622
pivot_low,active_ob_count_50,288,64.8416085946573
pivot_low,bsl_count_previous_100,288,18.5142760356175
pivot_low,ssl_count_previous_100,288,74.5637370547813
pivot_low,active_bsl_count,288,2295.22837120112
pivot_low,active_ssl_count,288,-3041.81596314847
pivot_low,distance_nearest_bsl_atr,288,584.333619358055
pivot_low,distance_nearest_ssl_atr,288,-2793.72182712778
pivot_low,equal_levels_previous_100,288,-304.349696331785
pivot_low,liquidity_imbalance_100,288,401.568836459009
pivot_close,pivot_close,288,4821281.80057028
pivot_close,pivot_price,288,4813992.8516918
pivot_close,pivot_volume,288,162199.369483159
pivot_close,pivot_range,288,5094.23927255735
pivot_close,pivot_body,288,3167.23090202163
pivot_close,upper_wick,288,-1540.6513433689
pivot_close,lower_wick,288,3467.65971390462
pivot_close,close_position,288,31.3821000122581
pivot_close,confirm_open,288,4821617.94066674
pivot_close,confirm_high,288,4821492.83472616
pivot_close,confirm_low,288,4816398.5954536
pivot_close,confirm_close,288,4821281.80057028
pivot_close,confirm_volume,288,162199.369483159
pivot_close,atr_14,288,7397.39167497538
pivot_close,range_atr_ratio,288,-454.61247847294
pivot_close,body_atr_ratio,288,-178.393795656813
pivot_close,price_to_confirm_close,288,-380.800808229662
pivot_close,volume_mean_20,288,220694.365990672
pivot_close,volume_std_20,288,98322.3161967134
pivot_close,volume_ratio_20,288,-1280.1862993867
pivot_close,volume_zscore_20,288,-1902.61038188389
pivot_close,previous_pivot_price,288,4834098.01038944
pivot_close,distance_previous_pivot,288,95622.5333210838
pivot_close,bars_previous_pivot,288,-1911.0209694396
pivot_close,swing_size_atr,288,-2257.97711065907
pivot_close,swept_index,288,2257328.62074441
pivot_close,resolved_index,288,2257305.5479457
pivot_close,bars_since_structure_event,288,-12140.1212253194
pivot_close,distance_last_structure_event_atr,288,-7809.87943025886
pivot_close,bos_count_previous_20,288,45.1052101480836
pivot_close,choch_count_previous_20,288,-12.5024862078978
pivot_close,near_equal_level,288,121.373893002323
pivot_close,distance_equal_level_atr,288,-288.534781560077
pivot_close,bars_since_equal_level,288,3639918.0403419
pivot_close,inside_fvg,288,183.486416594077
pivot_close,distance_fvg_atr,288,-198.976377242171
pivot_close,fvg_size_atr,288,-1358.51671554691
pivot_close,bars_since_fvg,288,937218.399045443
pivot_close,fvg_mitigated,288,22.127232142857
pivot_close,active_fvg_count_50,288,262.614792029616
pivot_close,inside_order_block,288,188.623257839721
pivot_close,distance_ob_atr,288,-9556.81145322944
pivot_close,ob_size_atr,288,351.569197604245
pivot_close,bars_since_ob,288,3315429.07943162
pivot_close,ob_invalidated,288,-40.5887775842044
pivot_close,active_ob_count_50,288,65.3532229965156
pivot_close,bsl_count_previous_100,288,18.1017711962834
pivot_close,ssl_count_previous_100,288,76.2930549506388
pivot_close,active_bsl_count,288,2301.88103404471
pivot_close,active_ssl_count,288,-3059.82296203543
pivot_close,distance_nearest_bsl_atr,288,601.230070494433
pivot_close,distance_nearest_ssl_atr,288,-2856.38661118839
pivot_close,equal_levels_previous_100,288,-305.581464140534
pivot_close,liquidity_imbalance_100,288,403.24707206557
pivot_price,pivot_price,288,4807199.65542655
pivot_price,pivot_volume,288,157561.721399535
pivot_price,pivot_range,288,4905.8665047002
pivot_price,pivot_body,288,3062.72409670805
pivot_price,upper_wick,288,-1460.79327498911
pivot_price,lower_wick,288,3303.93568298128
pivot_price,close_position,288,28.7535724378107
pivot_price,confirm_open,288,4814356.77320158
pivot_price,confirm_high,288,4814245.38122006
pivot_price,confirm_low,288,4809339.51471536
pivot_price,confirm_close,288,4813992.8516918
pivot_price,confirm_volume,288,157561.721399535
pivot_price,atr_14,288,7336.25339396572
pivot_price,range_atr_ratio,288,-454.569430756419
pivot_price,body_atr_ratio,288,-179.326077326198
pivot_price,price_to_confirm_close,288,-358.328391270511
pivot_price,volume_mean_20,288,219670.177989801
pivot_price,volume_std_20,288,97636.49678057
pivot_price,volume_ratio_20,288,-1275.45125981886
pivot_price,volume_zscore_20,288,-1901.21646176129
pivot_price,previous_pivot_price,288,4823066.83573788
pivot_price,distance_previous_pivot,288,95314.9899304044
pivot_price,bars_previous_pivot,288,-1989.25637884727
pivot_price,swing_size_atr,288,-2222.62924923597
pivot_price,swept_index,288,2248786.69064859
pivot_price,resolved_index,288,2248763.81362514
pivot_price,bars_since_structure_event,288,-12052.9217479675
pivot_price,distance_last_structure_event_atr,288,-7790.96654064877
pivot_price,bos_count_previous_20,288,44.9373094512194
pivot_price,choch_count_previous_20,288,-12.4567545005807
pivot_price,near_equal_level,288,120.052899970964
pivot_price,distance_equal_level_atr,288,-286.060433813277
pivot_price,bars_since_equal_level,288,3620475.98415723
pivot_price,inside_fvg,288,182.255798127178
pivot_price,distance_fvg_atr,288,-195.700904861998
pivot_price,fvg_size_atr,288,-1351.32412209143
pivot_price,bars_since_fvg,288,929730.060630807
pivot_price,fvg_mitigated,288,21.8184342334493
pivot_price,active_fvg_count_50,288,262.012222343205
pivot_price,inside_order_block,288,189.019599303136
pivot_price,distance_ob_atr,288,-9533.09080588358
pivot_price,ob_size_atr,288,354.375041079752
pivot_price,bars_since_ob,288,3303519.91784625
pivot_price,ob_invalidated,288,-41.396268873403
pivot_price,active_ob_count_50,288,65.3122822299651
pivot_price,bsl_count_previous_100,288,22.9632694541231
pivot_price,ssl_count_previous_100,288,71.5306420586527
pivot_price,active_bsl_count,288,2297.7728023374
pivot_price,active_ssl_count,288,-3057.90375471835
pivot_price,distance_nearest_bsl_atr,288,501.126586974785
pivot_price,distance_nearest_ssl_atr,288,-2722.06778657002
pivot_price,equal_levels_previous_100,288,-303.432944976771
pivot_price,liquidity_imbalance_100,288,402.960081676461
pivot_volume,pivot_volume,288,1512539.13511421
pivot_volume,pivot_range,288,22271.4585269067
pivot_volume,pivot_body,288,9254.4617208672
pivot_volume,upper_wick,288,5584.11861207899
pivot_volume,lower_wick,288,7432.87819396051
pivot_volume,close_position,288,-11.430203883628
pivot_volume,confirm_open,288,163293.729481223
pivot_volume,confirm_high,288,172957.898954704
pivot_volume,confirm_low,288,150686.440427797
pivot_volume,confirm_close,288,162199.369483159
pivot_volume,confirm_volume,288,1512539.13511421
pivot_volume,atr_14,288,7385.59017596277
pivot_volume,range_atr_ratio,288,517.693927196067
pivot_volume,body_atr_ratio,288,144.383486740545
pivot_volume,price_to_confirm_close,288,-30.4011335758704
pivot_volume,volume_mean_20,288,465897.300619435
pivot_volume,volume_std_20,288,274689.132058437
pivot_volume,volume_ratio_20,288,1502.03562455852
pivot_volume,volume_zscore_20,288,2411.85583684104
pivot_volume,previous_pivot_price,288,200830.089624468
pivot_volume,distance_previous_pivot,288,24724.0766066589
pivot_volume,bars_previous_pivot,288,-31192.8859852884
pivot_volume,swing_size_atr,288,-5264.09957318551
pivot_volume,swept_index,288,-268532.982384824
